rank	rubygem_id	name	downloads
849	23646	thrift	65551583
850	17802	locale	65536858
851	194355	terser	65332807
852	136102	semantic_range	65317950
853	41400	gon	65052886
854	15796	sys-filesystem	64887410
855	181999	aws-sdk-transcribestreamingservice	64727281
856	15551	trollop	64699115
857	51162	jira-ruby	64424635
858	47652	fluentd	64274987
859	55097	font-awesome-rails	64125417
860	22212	formtastic	63710453
861	129862	with_env	63674005
862	138535	graphiql-rails	63453156
863	75441	fast_blank	63416166
864	70432	grape-entity	63262633
865	18338	hitimes	63070902
866	115246	logstash-output-statsd	63055276
867	117676	device_detector	63055065
868	191609	view_component	62888539
869	184365	aws-sdk-personalize	62855183
870	29783	escape_utils	62754025
871	15307	rack-cache	62674766
872	115012	fog-aliyun	62559572
873	183893	aws-sdk-mediapackagevod	62301539
874	197484	sorted_set	62217946
875	183346	aws-sdk-managedblockchain	62192552
876	184364	aws-sdk-personalizeruntime	61847118
877	154318	opentracing	61836171
878	43480	draper	61760600
879	97182	sendgrid-ruby	61678858
880	15857	gettext	61470359
881	187901	opentelemetry-sdk	61295543
882	24795	em-websocket	61095268
883	98844	devise-two-factor	60994832
884	184137	aws-sdk-ioteventsdata	60920385
885	184138	aws-sdk-iotevents	60816660
886	184091	aws-sdk-groundstation	60710687
887	148005	dry-struct	60585308
888	184108	aws-sdk-iotthingsgraph	60570206
889	47043	delayed_job_active_record	60398416
890	184744	aws-sdk-ec2instanceconnect	60225446
891	184363	aws-sdk-personalizeevents	60164320
892	111355	aws-sdk-v1	60111139
893	180449	aws-sdk-worklink	60108009
894	184689	aws-sdk-applicationinsights	60096529
895	24752	memoizable	60022429
896	202177	importmap-rails	59926179
897	197043	opentelemetry-common	59857758
898	142508	ruby_http_client	59648492
899	20599	fog	59632325
900	24790	therubyracer	59569001
901	65263	gemoji	59520648
902	29132	vault	59469142
903	18612	friendly_id	59369536
904	186007	aws-sdk-forecastservice	59285350
905	62457	murmurhash3	59094486
906	22224	inherited_resources	59005430
907	74547	rspec-sidekiq	58989473
908	31740	haml-rails	58667770
909	15370	net-ssh-gateway	58560232
910	111813	combine_pdf	58546730
911	184688	aws-sdk-servicequotas	58452434
912	36018	gssapi	58264755
913	185719	aws-sdk-lakeformation	58240214
914	25943	health_check	58161645
915	145883	tty-command	58070971
916	110843	licensee	57922141
917	19129	config	57829069
918	55835	license_finder	57735345
919	20677	gpgme	57715881
920	63933	restforce	57651770
921	201686	opentelemetry-semantic_conventions	57568952
922	42660	rinku	57346686
923	30714	minitar	57267137
924	186006	aws-sdk-forecastqueryservice	57187206
925	188151	aws-sdk-appconfig	57185364
926	187204	chef-utils	57094951
927	204298	opensearch-ruby	56887781
928	59327	einhorn	56778392
929	14986	rmagick	56687372
930	188157	aws-sdk-wafv2	56404761
931	101341	prawn-table	56403397
932	91000	ffi-yajl	56366157
933	126752	chef-config	56263873
934	138098	cucumber-wire	56053912
935	60141	asciidoctor	55972791
936	36850	ref	55882423
937	184522	fluent-plugin-grafana-loki	55634865
938	186543	aws-sdk-workmailmessageflow	55633023
939	34467	clamp	55583570
940	188336	aws-sdk-networkmanager	55562940
941	188342	aws-sdk-kendra	55306378
942	42251	gems	55204379
943	173920	sorbet	55165553
944	56275	money-rails	55046337
945	188307	aws-sdk-accessanalyzer	55009645
946	82272	http-parser	54981239
947	44012	mock_redis	54953017
948	121129	babel-source	54932420
949	186167	fastlane-plugin-firebase_app_distribution	54871636
950	98020	libyajl2	54777278
951	45607	minitest-reporters	54777102
952	15793	sys-uname	54751770
953	187878	aws-sdk-marketplacecatalog	54717218
954	186480	aws-sdk-qldbsession	54689171
955	23038	resque	54628923
956	188341	aws-sdk-frauddetector	54533452
957	186481	aws-sdk-qldb	54530111
958	42474	arbre	54365918
959	187695	aws-sdk-codestarnotifications	54235235
960	32577	validate_email	54110242
961	188340	aws-sdk-outposts	54088677
962	29859	factory_girl_rails	54070853
963	98712	wmi-lite	53989416
964	187730	aws-sdk-savingsplans	53964074
965	36827	rb-readline	53888285
966	121131	babel-transpiler	53865075
967	129667	fluent-plugin-ignore-filter	53844117
968	74312	mono_logger	53776145
969	81110	rspec-collection_matchers	53713303
970	206351	opentelemetry-registry	53709179
971	85727	capistrano-bundler	53669132
972	113967	derailed_benchmarks	53555744
973	187905	aws-sdk-dataexchange	53532724
974	188335	aws-sdk-computeoptimizer	53361506
975	188607	aws-sdk-detective	53358983
976	149529	atlassian-jwt	53274266
977	67101	html-pipeline	53261414
978	188292	aws-sdk-imagebuilder	53233133
979	188337	aws-sdk-codegurureviewer	53162431
980	188339	aws-sdk-augmentedairuntime	53102339
981	95828	fuzzyurl	53075186
982	74178	async	53014385
983	186456	caxlsx	52840338
984	188067	aws-sdk-connectparticipant	52806440
985	188152	aws-sdk-iotsecuretunneling	52437598
986	188046	aws-sdk-migrationhubconfig	52417551
987	37206	shoulda-context	52398673
988	29024	console	52387399
989	188367	aws-sdk-ebs	52371642
990	188338	aws-sdk-codeguruprofiler	52344476
991	126428	fluent-plugin-prometheus	52250561
992	188293	aws-sdk-schemas	52236861
993	48153	omniauth-github	52207361
994	134060	heapy	52017840
995	33763	timeliness	52009963
996	188375	aws-sdk-kinesisvideosignalingchannels	51978636
997	226968	rubocop-rspec_rails	51925149
998	72997	debase	51923534
999	151757	rswag-ui	51877818
1000	188738	aws-sdk-codestarconnections	51822929
